iter	Logloss
466	0.1755866433
467	0.1753341227
468	0.1752322151
469	0.1750323936
470	0.1747007356
471	0.1745342184
472	0.1743801878
473	0.174071841
474	0.1738439002
475	0.1736021313
476	0.1733757039
477	0.1731902057
478	0.1729828446
479	0.1727436042
480	0.1724945139
481	0.1724353345
482	0.1721978454
483	0.1720098869
484	0.1717283658
485	0.1714510804
486	0.171213917
487	0.1709739068
488	0.1707889293
489	0.1705847133
490	0.17044762
491	0.1702914807
492	0.1701351275
493	0.169937723
494	0.1697896007
495	0.1695171607
496	0.169268131
497	0.1690545987
498	0.1688638777
499	0.1686567502
500	0.1684717575
501	0.1682958067
502	0.1680529414
503	0.1677642318
504	0.1675302503
505	0.1674128386
506	0.1672620305
507	0.1671175446
508	0.1669599926
509	0.1668729914
510	0.1667850243
511	0.16659693
512	0.166405775
513	0.1662462884
514	0.1661125239
515	0.1659105996
516	0.1656412862
517	0.1653243102
518	0.1650526522
519	0.1646776841
520	0.164552735
521	0.1643268904
522	0.164181581
523	0.1640297058
524	0.1637322418
525	0.1636213269
526	0.1635052385
527	0.163290107
528	0.1631157202
529	0.162977287
530	0.1628298457
531	0.1626952954
532	0.1625481297
533	0.1622957678
534	0.162140357
535	0.1619052814
536	0.1617110074
537	0.1614771154
538	0.1612758815
539	0.1611460984
540	0.1608680366
541	0.1606163456
542	0.160482257
543	0.1603049111
544	0.1601159018
545	0.1599084438
546	0.1598022755
547	0.1596740705
548	0.1594250982
549	0.1592080465
550	0.1589962935
551	0.1588727248
552	0.1586945399
553	0.1585240548
554	0.1582693649
555	0.1580390684
556	0.1578724672
557	0.1577059727
558	0.1575033378
559	0.1571812613
560	0.1570312761
561	0.1568063461
562	0.1566710952
563	0.1565668116
564	0.1563518893
565	0.1561796146
566	0.155958008
567	0.1558023326
568	0.155627679
569	0.1553555124
570	0.1551574926
571	0.1549570321
572	0.1546717988
573	0.1545384547
574	0.1543719883
575	0.1542305509
576	0.1540734376
577	0.1537637998
578	0.1536474447
579	0.1534462638
580	0.1533088193
581	0.153119939
582	0.1529305256
583	0.1527189126
584	0.1525192905
585	0.1524610169
586	0.1522474852
587	0.1519898402
588	0.1519352666
589	0.1518535129
590	0.1516660853
591	0.1515370961
592	0.151360052
593	0.1511726533
594	0.1509802026
595	0.1508581469
596	0.1507184985
597	0.1505656513
598	0.1504216376
599	0.1502087009
600	0.1499990814
601	0.1498863296
602	0.1496900826
603	0.1494919271
604	0.1493801448
605	0.1492075354
606	0.1490520595
607	0.1487507726
608	0.1485007789
609	0.1482866161
610	0.1481479754
611	0.1480552264
612	0.1478058769
613	0.1476712373
614	0.1475215666
615	0.1474160567
616	0.1473012667
617	0.1471897628
618	0.1470246611
619	0.1468317898
620	0.146699192
621	0.1465641275
622	0.1463890871
623	0.1462693383
624	0.1461118183
625	0.1459264953
626	0.1457946614
627	0.1455365631
628	0.145384371
629	0.1452530683
630	0.1451024543
631	0.144966909
632	0.1447110832
633	0.1445412324
634	0.1443721552
635	0.1441557422
636	0.1440049361
637	0.1438552315
638	0.1435917572
639	0.1434071716
640	0.1432472749
641	0.1431389615
642	0.142990512
643	0.1428038884
644	0.1426467743
645	0.1425119284
646	0.1423605582
647	0.1421548473
648	0.1419660406
649	0.1417699425
650	0.1415979846
651	0.1415220752
652	0.141347881
653	0.1412004279
654	0.1409949532
655	0.1408376832
656	0.1407007599
657	0.1405553461
658	0.1403466112
659	0.140170677
660	0.1398687013
661	0.1397126933
662	0.1396699331
663	0.1395067887
664	0.1393493047
665	0.1391028009
666	0.1389438246
667	0.1388034158
668	0.138667027
669	0.1385445444
670	0.1383439619
671	0.1381840403
672	0.1380004618
673	0.1378611757
674	0.1377122256
675	0.1375577346
676	0.1374483775
677	0.137213626
678	0.1371310405
679	0.1369870457
680	0.1369319893
681	0.1367883634
682	0.1366276758
683	0.1364142418
684	0.1362447185
685	0.13615694
686	0.1359848404
687	0.1358134392
688	0.1356615155
689	0.1353451669
690	0.1352218748
691	0.1350644594
692	0.1349169324
693	0.1347534206
694	0.1346038888
695	0.1344779147
696	0.1343179527
697	0.1342396544
698	0.1340925086
699	0.1339746449
700	0.1337967989
701	0.1335980925
702	0.1334223972
703	0.1332421913
704	0.1330523369
705	0.132890121
706	0.1326605685
707	0.1325336459
708	0.132409985
709	0.13230544
710	0.132166742
711	0.1320597691
712	0.1318915468
713	0.1316676605
714	0.1314878943
715	0.1313795161
716	0.13123613
717	0.1311444597
718	0.1309610112
719	0.1308208435
720	0.1306948581
721	0.1305840588
722	0.1305004163
723	0.1302951132
724	0.1301845173
725	0.1300488015
726	0.1298306479
727	0.1296284806
728	0.1295115011
729	0.1293409271
730	0.1292660994
731	0.1291419512
732	0.1289786864
733	0.1287809876
734	0.1286287569
735	0.1285129989
736	0.1283285291
737	0.1281781748
738	0.1280180984
739	0.1278617781
740	0.1277559977
741	0.1275758348
742	0.1273908229
743	0.1272549281
744	0.1272519111
745	0.1270838658
746	0.1270069758
747	0.1268938486
748	0.126727643
749	0.1265630604
750	0.1264113453
751	0.1263430477
752	0.1261303993
753	0.1259707567
754	0.1258572483
755	0.1257376795
756	0.1255483923
757	0.1253230893
758	0.1251431172
759	0.1249249154
760	0.1247913643
761	0.1246906602
762	0.1245974908
763	0.1244495474
764	0.1243141454
765	0.1241438411
766	0.1240229157
767	0.1238379523
768	0.1237178453
769	0.1235461891
770	0.1234004475
771	0.1232355631
772	0.1231264132
773	0.1229671568
774	0.1227861324
775	0.1226420365
776	0.1224810584
777	0.1222956912
778	0.1222084225
779	0.1220687037
780	0.1218930215
781	0.1217579591
782	0.1217065061
783	0.1215520733
784	0.121427958
785	0.1212664192
786	0.1211669805
787	0.1210393306
788	0.1209113061
789	0.1208814033
790	0.1207545971
791	0.1206160345
792	0.1204800634
793	0.1204270593
794	0.1202730311
795	0.1201518226
796	0.1200334023
797	0.1199146353
798	0.1197484086
799	0.1196372284
800	0.1194480861
801	0.1192958035
802	0.1192137546
803	0.1190498452
804	0.1189549079
805	0.1187802758
806	0.1186612404
807	0.1185261793
808	0.1183553337
809	0.1181946737
810	0.1181172306
811	0.1179331965
812	0.1177743554
813	0.1176326027
814	0.1175115063
815	0.117394143
816	0.1171417409
817	0.1169981611
818	0.1168502794
819	0.1167091763
820	0.1165599152
821	0.1164029039
822	0.1162589218
823	0.1160564471
824	0.1159455169
825	0.1157911692
826	0.1157256419
827	0.1155797958
828	0.1154480615
829	0.1153798794
830	0.115245848
831	0.1151207961
832	0.1150724903
833	0.1149316247
834	0.1148926425
835	0.1147410855
836	0.1146161448
837	0.1144821195
838	0.1143262757
839	0.1141643875
840	0.1140211279
841	0.1138703732
842	0.1137399033
843	0.1136110735
844	0.1134600155
845	0.1133334811
846	0.1132372014
847	0.1131026653
848	0.1129709082
849	0.1127967003
850	0.1126655979
851	0.1125795178
852	0.1124714657
853	0.1123994907
854	0.1122728405
855	0.1121191792
856	0.1119921471
857	0.1118654068
858	0.1118013977
859	0.1116484341
860	0.111570423
861	0.1114018216
862	0.1112862995
863	0.1110589197
864	0.1109692303
865	0.1108326988
866	0.1106493128
867	0.1105518655
868	0.1104253132
869	0.1103043375
870	0.1101155402
871	0.1100349807
872	0.1099516381
873	0.1098383061
874	0.1096842793
875	0.1095388288
876	0.109420999
877	0.1092319417
878	0.1091286135
879	0.1089639803
880	0.1088297967
881	0.1086789636
882	0.1085249046
883	0.1083412842
884	0.1082770573
885	0.1081948708
886	0.1081528467
887	0.1080346538
888	0.107988239
889	0.1079217224
890	0.1077739763
891	0.1076992997
892	0.1076397751
893	0.1075623384
894	0.1074353833
895	0.1072303936
896	0.1071274795
897	0.1069679971
898	0.1068055227
899	0.1066532269
900	0.1065287431
901	0.1063981336
902	0.106283027
903	0.1061672629
904	0.1059666405
905	0.1057848736
906	0.1056574792
907	0.1055526518
908	0.1054396016
909	0.1053294473
910	0.1052561152
911	0.105084975
912	0.1050203377
913	0.1049377312
914	0.1047723662
915	0.1045991814
916	0.1044680692
917	0.1043544853
918	0.1041742129
919	0.1040788664
920	0.103951662
921	0.1038331231
922	0.1037274982
923	0.1035600103
924	0.1034206996
925	0.1033710479
926	0.1032752174
927	0.1031661685
928	0.1030855004
929	0.1029775759
930	0.1028564633
931	0.1027391689
932	0.1026421573
933	0.1025887552
934	0.1024848685
935	0.1024128119
936	0.1023594197
937	0.1022247532
938	0.102115788
939	0.1020546904
940	0.1019277673
941	0.1018472099
942	0.101743427
943	0.1015974125
944	0.1015093735
945	0.1014374721
946	0.1013758263
947	0.1012629537
948	0.1011514305
949	0.1009248314
950	0.1008237631
951	0.1007028669
952	0.1005840013
953	0.1005160884
954	0.1004102182
955	0.1002962488
956	0.1001806123
957	0.1000625897
958	0.09996637305
959	0.0999023662
960	0.0997702019
961	0.09967939582
962	0.09955598304
963	0.09946533665
964	0.09937967101
965	0.09927304388
966	0.0991608114
967	0.09902615306
968	0.09891962628
969	0.09880223585
970	0.09871682433
971	0.09862134618
972	0.09851021266
973	0.09835752516
974	0.0981885431
975	0.0980008423
976	0.09783464616
977	0.09776851542
978	0.09763670726
979	0.09755481886
980	0.09742302724
981	0.0973139776
982	0.09722225011
983	0.0971123775
984	0.09698741145
985	0.09685892355
986	0.09675681574
987	0.09660902115
988	0.09647924782
989	0.09641565074
990	0.09629020248
991	0.09616333285
992	0.096051479
993	0.09593900584
994	0.09580895852
995	0.09568552654
996	0.09558958408
997	0.09549284131
998	0.09538421432
999	0.09528786927
